,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
2202,850,1,1,28,9,97408.03,1,1,1,175853.64
8826,412,0,1,29,5,0.0,2,0,0,12510.53
13008,850,1,0,53,7,65407.16,2,0,0,182633.63
2794,646,0,1,52,8,59669.43,1,0,0,172495.81
13880,831,2,1,44,3,111100.98,1,1,1,28144.07
13033,714,0,0,51,4,88308.87,3,0,0,5862.53
10995,707,0,1,40,1,0.0,2,1,0,14090.4
524,661,0,1,48,3,120320.54,1,0,0,96463.25
14214,850,2,0,47,10,134381.52,1,0,0,26812.89
14764,564,1,1,31,5,121461.87,1,1,1,20432.09
947,715,0,0,38,5,118590.41,1,1,1,5684.17
12297,555,0,1,51,5,0.0,3,1,0,189122.89
9372,677,0,1,30,1,78133.15,1,0,1,174225.88
12617,383,1,0,48,8,95808.19,1,0,0,137702.01
1280,741,1,1,25,4,0.0,2,1,1,73873.65
9815,604,0,1,34,7,0.0,2,1,1,188078.55
122,656,0,0,39,6,0.0,2,1,0,141069.88
4366,662,0,1,74,6,0.0,2,1,0,123583.85
5885,602,0,0,29,3,88814.4,2,1,1,62487.97
7428,503,1,1,32,9,100262.88,2,1,1,157921.25
7983,774,0,0,36,9,114997.42,1,1,0,75304.09
12339,841,0,0,52,5,0.0,1,0,0,183239.71
13945,623,0,1,45,0,0.0,1,1,0,196533.72
2302,723,0,0,49,4,0.0,2,0,1,89972.25
13061,742,2,0,36,2,129748.54,2,0,0,47271.61
14402,740,0,1,44,9,0.0,1,0,1,96528.0
11967,524,2,0,31,8,107818.63,1,1,0,199725.39
15143,531,0,0,53,5,127642.44,1,1,0,141501.45
5820,721,2,1,37,4,98459.6,1,0,0,90821.66
14364,517,0,1,56,9,142147.32,1,0,0,39488.04
1005,521,2,1,52,5,116497.31,3,0,0,53793.1
3460,470,2,1,39,5,117469.91,2,0,0,63705.9
10753,590,1,0,51,3,154962.99,3,0,1,191932.27
11925,672,0,0,45,9,0.0,1,1,1,92027.69
14544,722,2,0,48,10,138311.76,1,1,1,3472.63
3055,812,0,1,44,4,115049.15,2,1,0,165038.41
14182,616,2,0,28,10,105173.99,1,0,1,29835.37
3566,746,1,0,25,3,104833.79,1,0,0,71911.3
7981,599,2,1,38,9,89111.63,1,0,0,157239.6
2132,609,1,0,43,6,86053.52,2,1,1,113276.46
501,692,0,1,54,5,0.0,2,1,1,88721.84
14131,739,2,1,54,8,126418.14,1,1,0,134420.75
10242,609,1,1,61,1,0.0,1,1,0,22447.85
3185,652,2,0,45,9,110827.49,1,1,1,153383.54
6153,550,0,1,31,5,142200.19,2,1,1,122221.71
7582,797,2,0,33,10,83555.58,1,0,0,69767.14
13182,373,0,1,42,7,0.0,1,1,0,77786.37
229,594,2,0,29,3,130830.22,1,1,0,61048.53
14493,773,1,1,51,4,0.0,2,0,0,123587.83
4001,545,2,1,53,5,114421.55,1,1,0,180598.28
15806,658,0,1,42,8,102870.93,1,0,1,103764.55
14581,621,0,0,50,5,0.0,2,1,0,191756.54
11167,708,0,0,51,8,70754.18,1,1,1,92920.04
9782,509,0,1,18,7,102983.91,1,1,0,171770.58
3007,602,0,1,33,5,164704.38,1,0,1,180716.1
9976,637,0,0,33,7,103377.81,1,1,0,84419.78
4587,500,0,0,34,6,0.0,1,1,1,140268.45
4221,701,2,1,23,5,186101.18,2,1,1,76611.33
4305,692,0,0,31,2,0.0,2,1,0,91829.17
14561,603,2,1,35,1,123407.69,1,1,0,152541.89
1074,535,0,0,31,7,111855.04,2,1,1,36278.89
2750,481,0,0,57,9,0.0,3,1,1,169719.35
9564,554,1,1,42,1,0.0,2,0,1,183492.9
595,611,2,0,41,2,114206.84,1,1,0,164061.6
7653,535,1,0,30,5,122924.75,1,0,0,62390.59
7210,648,1,0,28,9,102282.61,1,1,1,157891.11
4376,614,0,0,34,5,0.0,2,1,0,185561.89
2944,576,0,1,32,7,0.0,2,1,0,4660.91
6758,693,1,1,28,1,145118.83,1,0,1,77742.38
8201,718,1,0,49,10,82321.88,1,0,1,11144.4
2718,788,0,0,39,3,135139.33,1,0,1,113086.08
3362,759,0,0,33,9,160541.36,2,0,0,93541.14
11900,781,2,0,48,9,82794.18,1,1,0,124720.68
9002,605,0,1,36,7,128829.25,1,1,0,190588.59
5824,636,1,1,36,1,0.0,3,1,1,74048.1
9934,692,2,0,43,10,118588.83,1,1,1,161241.65
15521,465,2,1,53,1,117438.17,1,0,0,74898.8
5230,733,2,1,40,5,125725.02,2,1,1,50783.1
9568,593,0,1,33,1,0.0,2,0,0,9984.4
9935,735,2,1,28,5,160454.15,2,0,1,114957.22
6746,640,1,1,39,3,0.0,1,1,1,105997.25
4161,736,0,1,43,4,176134.54,1,1,1,52856.88
13599,704,2,0,54,6,133656.91,3,1,0,145071.33
12263,547,2,1,49,8,121537.71,2,1,0,46521.45
6878,651,0,1,35,0,181821.96,2,0,1,36923.67
11932,686,0,0,41,10,0.0,1,1,1,144272.71
12722,758,2,1,68,6,112595.85,1,1,0,35865.44
13126,699,0,1,40,7,0.0,1,0,1,152876.13
7578,582,0,0,39,1,132077.48,2,1,0,192255.15
5322,721,0,0,40,7,0.0,2,1,1,122580.48
5561,771,1,0,56,2,0.0,1,1,1,25222.6
9498,586,0,0,52,6,140900.97,1,1,1,67288.89
9383,716,0,0,23,2,94464.81,2,0,1,185900.88
7690,569,1,1,31,1,115406.97,1,0,0,145528.22
14019,516,2,0,53,1,156674.2,1,1,0,118502.34
14137,655,0,0,41,5,0.0,1,0,0,36548.0
11753,475,0,1,40,7,160818.08,1,0,1,169642.13
8309,749,0,0,27,9,0.0,2,1,0,132734.87
14203,550,2,1,49,0,108806.96,3,1,0,61446.92
9050,667,2,1,33,9,124573.33,2,0,0,683.37
4867,648,0,0,34,3,0.0,1,1,0,54726.43
9646,850,1,1,71,10,69608.14,1,1,0,97893.4
9294,713,0,1,36,8,133889.35,1,1,1,143265.65
1017,778,2,1,41,7,139706.31,1,1,0,63337.19
8582,668,1,1,32,1,134446.04,1,0,1,111241.37
11497,564,2,0,44,3,111760.4,3,1,1,104722.47
10239,505,0,0,36,2,79951.9,1,0,1,174123.16
7743,777,2,1,35,7,122917.69,1,1,1,76169.68
1928,484,2,1,54,3,134388.11,1,0,0,49954.79
13816,778,0,0,33,9,151772.63,2,0,0,180249.94
350,659,1,1,32,3,107594.11,2,1,1,102416.84
6703,681,2,1,49,8,142946.18,1,0,0,187280.51
14300,542,0,1,38,8,65942.26,1,1,1,68093.23
223,850,0,1,33,10,0.0,1,1,0,4861.72
6030,487,1,1,33,8,145729.71,1,1,0,41365.85
14907,750,1,0,34,9,112822.26,1,0,0,150401.53
13858,692,2,0,41,8,130701.29,1,1,0,59354.24
11972,535,1,1,48,9,109472.47,1,1,0,157358.43
9753,656,2,1,68,7,153545.11,1,1,1,186574.68
2500,711,0,1,38,10,0.0,2,0,0,53311.78
9189,607,2,1,32,9,144272.07,2,1,0,176580.63
10264,692,2,0,41,8,130701.29,1,1,0,59354.24
564,689,1,0,38,6,121021.05,1,1,1,12182.15
1582,690,0,1,38,1,94456.0,2,0,1,55034.02
5545,609,2,1,33,6,94126.67,1,0,0,93718.16
9070,468,1,1,26,1,131643.25,1,1,0,64436.16
2175,757,2,0,34,9,101861.36,2,0,0,187011.96
10549,647,1,0,44,5,0.0,3,1,1,174205.22
15903,749,1,1,42,9,222267.63,1,0,0,101108.85
15893,547,1,0,44,5,0.0,3,0,0,5459.07
3933,698,0,1,37,5,98400.61,2,0,0,25017.28
15778,779,0,0,29,3,46388.16,3,1,0,127939.26
7356,493,0,0,37,8,142987.46,2,1,0,158840.99
2707,637,0,0,38,3,104339.56,1,0,0,119882.86
11790,658,0,0,40,7,140596.95,1,0,1,135459.02
15729,659,0,0,56,9,123785.24,1,1,0,99504.03
10312,751,2,0,51,7,148074.79,1,1,0,146411.41
5211,749,2,1,22,4,94762.16,2,1,1,42241.54
15493,539,2,0,38,8,105435.74,1,0,0,80575.44
9790,559,1,0,39,2,0.0,2,1,1,121151.1
12687,713,1,0,47,1,0.0,1,1,0,107825.08
3535,662,1,1,37,5,94901.09,1,1,1,48233.75
8796,720,0,1,33,2,0.0,2,0,1,141031.08
12561,789,2,1,43,8,119654.44,2,0,1,148412.24
2397,671,1,0,34,10,0.0,1,1,0,23235.38
6657,660,1,1,33,4,0.0,1,1,0,29664.45
3739,627,0,0,32,1,0.0,1,1,0,106851.7
15614,517,0,1,62,1,43772.66,3,1,0,187756.24
13879,616,0,0,31,3,136789.14,1,1,0,59346.4
7525,580,2,1,35,9,121355.19,1,0,1,35671.45
821,841,0,0,36,5,156021.31,1,0,0,122662.98
2063,588,2,0,35,1,103060.63,1,1,0,179866.01
13588,423,0,0,36,5,97665.61,1,1,0,118372.55
13066,686,0,1,41,5,128876.71,3,1,1,106939.34
81,777,0,0,32,2,0.0,1,1,0,136458.19
5419,740,1,0,56,4,99097.33,1,1,1,85016.64
15339,655,0,0,41,5,0.0,1,0,0,36548.0
7802,773,1,1,63,9,111179.83,1,1,1,93091.02
14781,705,0,0,37,10,0.0,2,1,1,13935.53
10528,850,0,0,40,9,99816.46,1,1,1,163989.66
2697,723,0,1,48,7,0.0,2,1,1,150694.58
831,708,1,0,41,5,0.0,1,0,1,157003.99
4574,659,0,0,32,9,0.0,2,1,1,93155.75
3826,774,0,1,76,4,112510.89,1,1,1,143133.18
7645,660,2,1,39,9,134599.33,2,1,0,183095.87
5924,738,0,0,39,1,94435.45,2,0,1,189430.86
11410,850,1,1,48,2,0.0,1,1,0,169425.3
1397,487,2,0,46,4,135070.58,2,1,1,44244.49
14529,581,2,0,54,2,152508.99,1,1,0,187597.98
2833,683,1,1,40,8,0.0,1,1,0,75848.22
10546,660,0,0,43,1,0.0,1,0,1,112026.1
14833,549,1,0,39,7,0.0,1,0,0,81259.25
7406,489,1,1,58,4,0.0,2,1,1,191419.32
15198,819,0,0,39,9,133102.92,1,1,0,27046.46
9578,662,0,1,34,2,117731.79,2,0,1,55120.79
14117,726,0,0,48,4,0.0,1,1,0,114020.06
8550,687,2,0,47,1,91219.29,1,0,0,158845.49
48,550,2,1,38,2,103391.38,1,0,1,90878.13
9735,700,0,0,32,8,110923.15,2,1,1,161845.81
13666,709,0,0,36,7,0.0,1,0,1,42085.58
13209,739,2,1,54,8,126418.14,1,1,0,134420.75
6512,487,0,1,24,7,133628.09,2,1,1,98570.01
12170,630,1,1,39,10,105473.74,1,0,0,58854.88
14223,435,0,1,54,3,0.0,1,1,0,156910.46
7768,601,1,0,20,9,122446.61,2,1,0,86791.9
11962,834,2,0,57,8,112281.6,3,1,0,140225.14
6357,491,0,0,68,3,107571.61,1,0,1,113695.99
4095,730,1,1,62,5,112181.08,1,0,1,61513.87
2689,414,0,1,38,8,0.0,1,0,1,77661.12
1189,701,0,1,40,5,169742.64,1,1,1,153537.55
8013,650,0,1,32,2,84906.45,1,1,0,163216.48
4845,655,0,0,36,2,147149.59,1,1,1,87816.86
5210,551,0,1,35,7,129717.3,2,0,0,86937.2
3990,708,0,1,32,10,86614.06,2,1,1,172129.26
2373,616,0,1,31,3,94263.91,2,1,0,168895.06
11744,629,0,1,59,9,113657.83,1,1,1,116848.79
5676,749,0,0,26,6,0.0,2,0,1,34948.77
7824,673,0,0,44,8,133444.97,1,0,1,5708.19
10266,583,0,1,48,3,91246.53,1,1,0,60017.46
2758,624,0,1,36,6,0.0,2,0,0,84635.64
13990,646,0,0,42,3,175159.9,2,0,0,67124.48
6607,673,2,0,41,9,98612.1,1,1,0,151349.35
14181,622,0,0,30,2,158584.82,3,1,0,142342.55
15858,569,2,0,28,3,100032.52,1,1,0,5159.21
2488,645,1,0,21,1,0.0,2,0,0,28726.07
2579,365,2,1,30,0,127760.07,1,1,0,81537.85
9354,590,0,1,43,8,0.0,2,1,1,143628.31
12911,516,2,0,47,9,128298.74,1,0,0,149614.17
3880,677,0,0,72,8,0.0,2,1,1,153604.44
11203,476,0,1,37,4,0.0,1,1,1,55775.84
9415,768,2,0,43,2,129264.05,2,0,0,19150.14
8280,706,1,1,53,7,0.0,2,0,1,117939.17
4934,670,0,0,54,2,95507.12,1,1,1,63213.31
12069,699,0,1,64,9,113109.52,1,1,0,27980.8
9571,739,1,0,41,8,0.0,1,1,0,191694.77
14649,738,0,1,54,4,0.0,1,0,1,55725.04
8696,504,1,1,34,0,54980.81,1,1,1,136909.88
7746,554,0,0,35,8,0.0,2,1,1,176779.46
2209,663,1,1,33,9,0.0,2,0,0,91514.62
5235,645,0,0,68,9,0.0,4,1,1,176353.87
3945,657,1,1,40,10,0.0,2,1,1,52990.7
12571,545,2,0,37,8,114754.08,1,1,0,136050.44
10311,569,1,1,34,0,151839.26,1,1,0,102299.81
2164,767,1,1,77,8,149083.7,1,1,1,190146.83
2886,449,0,0,37,6,0.0,2,1,0,82176.48
9704,625,0,1,22,9,0.0,2,1,0,157072.91
11518,757,0,0,51,1,0.0,1,1,1,22835.13
15825,823,1,0,46,3,81576.75,1,1,1,28370.95
516,468,0,0,56,10,0.0,3,0,1,62256.87
12867,516,0,1,27,9,0.0,1,1,0,142680.64
9622,590,0,1,31,8,112211.61,1,1,0,26261.42
5666,636,1,1,60,7,124447.73,1,1,1,141364.62
172,480,2,1,44,10,129608.57,1,1,0,5472.7
639,785,0,0,36,4,135438.4,1,0,0,190627.01
8398,767,2,0,45,7,132746.2,2,1,0,26628.88
9505,651,0,1,28,10,79562.98,1,1,1,74687.37
15593,736,2,0,36,8,103914.17,1,1,1,110035.88
7224,751,1,0,34,8,127095.14,2,0,0,479.54
8484,802,0,0,60,3,92887.06,1,1,0,39473.63
5065,832,0,0,27,10,98590.25,1,1,0,30912.89
1143,630,0,1,43,9,0.0,2,1,1,34338.04
11463,599,2,1,45,10,103583.05,1,1,0,132127.69
7435,610,1,0,50,5,130554.51,3,1,0,184758.17
11325,635,1,1,50,7,159453.64,2,0,0,54560.79
13358,574,2,1,54,1,99774.5,1,0,0,4896.11
11321,535,0,1,38,2,119272.29,1,0,0,195896.59
1832,620,0,1,22,0,0.0,1,1,0,32589.45
13457,678,2,0,51,1,145751.03,1,0,0,109718.44
9423,578,1,0,28,8,161592.76,1,1,0,177834.79
3686,706,0,1,18,2,176139.5,2,1,0,129654.22
6227,588,0,0,34,3,120777.88,1,1,1,131729.52
5700,447,0,1,41,3,0.0,4,1,1,197490.39
13040,457,0,1,41,8,73700.12,3,1,1,185750.02
14438,637,2,1,40,9,154309.67,1,1,1,125334.16
4537,710,1,0,31,5,0.0,2,1,0,9561.73
3515,584,1,0,37,8,0.0,2,0,1,100835.19
10284,670,0,1,36,3,0.0,1,1,0,140754.19
834,633,0,0,30,6,0.0,2,0,0,41642.29
2486,683,1,0,36,7,0.0,2,1,0,104786.59
11902,629,0,1,59,9,113657.83,1,1,1,116848.79
9084,686,1,0,47,6,0.0,1,1,0,32080.69
9749,533,0,0,35,8,0.0,2,1,1,187900.12
12474,770,0,0,33,4,0.0,1,1,0,26080.54
14276,510,0,0,52,6,191665.21,1,1,1,131312.56
9901,706,2,0,56,3,139603.22,1,1,1,86383.61
5467,573,1,1,33,1,160777.9,1,1,1,149536.15
4915,710,0,1,45,1,0.0,2,1,1,36154.66
65,751,2,0,36,6,169831.46,2,1,1,27758.36
8959,568,2,1,26,1,112930.28,2,1,0,22095.73
7756,621,1,0,36,7,116338.68,1,1,1,155743.48
11160,763,2,1,42,6,100160.75,1,1,0,33462.94
14913,746,0,1,58,3,0.0,3,1,1,80344.96
2024,545,1,0,39,6,0.0,1,0,0,38410.74
1872,850,1,0,50,10,0.0,2,1,1,33741.84
354,613,0,0,45,1,187841.99,2,1,1,147224.27
5360,633,0,1,35,10,0.0,2,1,0,65675.47
1767,814,0,0,48,7,0.0,2,1,1,132870.15
13185,628,0,0,31,5,0.0,1,0,0,147963.07
9988,775,0,1,30,4,0.0,2,1,0,49337.84
6405,509,1,1,41,7,126683.8,1,0,1,114775.53
4762,756,0,1,34,1,103133.26,1,1,1,90059.04
1164,850,0,0,36,0,164850.54,1,1,1,62722.44
12916,437,0,0,43,6,0.0,1,1,0,148330.97
9289,561,0,0,31,1,81480.27,2,1,1,65234.6
3395,759,0,0,22,5,0.0,1,1,0,22303.17
8818,677,0,0,37,3,0.0,2,1,1,38252.25
10797,510,0,0,52,6,191665.21,1,1,1,131312.56
4568,584,2,1,32,8,40172.91,1,1,1,137439.34
9893,764,0,0,40,9,100480.53,1,1,0,124095.69
3127,776,2,1,33,8,115130.34,1,0,0,129525.5
8163,768,2,1,48,3,122831.58,1,1,1,24533.89
6946,418,0,1,36,7,90145.04,1,1,1,69157.93
309,438,2,1,31,8,78398.69,1,1,0,44937.01
15295,567,0,0,41,9,137891.35,1,1,0,142009.46
9139,597,0,0,29,5,0.0,2,1,1,174825.57
14976,598,2,1,41,3,91536.93,1,1,0,191468.78
14345,704,0,1,31,5,132084.66,3,1,1,54474.48
13572,608,0,0,56,10,129255.2,2,1,0,142492.04
4354,558,1,1,45,4,0.0,1,1,0,131807.14
9245,681,0,0,41,0,120549.29,2,1,0,175722.31
11007,727,1,0,52,1,154733.97,1,1,0,80259.67
13015,690,2,1,43,2,166522.78,1,0,0,119644.59
3587,721,0,1,41,2,0.0,2,1,0,168219.75
8153,606,1,0,25,3,147386.72,3,1,0,45482.04
2583,712,0,0,31,7,0.0,2,1,0,170333.38
8285,609,0,1,25,10,0.0,1,0,1,109895.16
2770,676,0,0,32,5,0.0,2,1,1,75465.41
4812,672,0,1,31,6,91125.75,1,1,0,177295.92
12849,743,1,1,41,7,0.0,1,1,0,163736.09
15020,447,0,1,41,3,0.0,4,1,1,197490.39
12555,578,0,1,59,10,185966.64,1,0,0,9445.42
5087,740,1,1,43,9,0.0,1,1,0,199290.68
324,734,0,1,30,3,0.0,2,1,0,107640.25
7890,565,0,1,49,7,0.0,2,1,1,89609.26
13932,597,0,0,53,4,88381.21,1,1,0,69384.71
5171,537,0,1,39,2,0.0,2,1,1,137651.6
5648,525,0,1,35,7,165358.77,1,0,1,94738.54
6743,555,2,0,51,9,138214.5,1,1,0,198715.27
11599,586,0,0,60,3,47020.65,2,0,1,63241.21
3209,525,0,1,26,7,153644.39,1,1,1,63197.88
9892,604,1,1,40,5,155455.43,1,0,1,113581.85
3905,496,0,0,29,4,0.0,2,1,0,164806.89
13157,612,2,1,44,2,115163.38,1,1,1,97677.52
1292,794,0,0,41,7,0.0,2,1,1,74275.08
5638,729,0,0,38,7,0.0,2,0,0,45779.9
15333,467,2,1,28,10,126315.26,1,1,0,32349.29
9044,560,1,1,47,1,0.0,1,0,0,128882.66
9464,740,0,1,39,9,0.0,2,1,0,19047.23
2379,624,0,1,26,9,74681.9,2,0,0,31231.35
11091,701,0,1,40,5,169742.64,1,1,1,153537.55
10100,713,0,1,33,6,94598.48,1,0,0,197519.66
3634,681,0,1,23,7,157761.56,1,0,0,147759.84
4169,513,1,0,42,10,0.0,2,0,1,73151.25
8021,512,0,0,41,6,0.0,1,1,1,100507.81
9233,543,0,0,31,4,138317.94,1,0,0,61843.73
6658,628,0,0,31,5,0.0,1,0,0,147963.07
13567,496,2,0,59,7,91680.1,2,1,0,163141.18
15627,834,0,0,49,2,131394.56,1,0,0,194365.76
3428,641,0,0,35,4,0.0,2,0,0,125986.18
12864,655,2,0,46,7,137145.12,1,1,0,115146.4
4421,630,1,0,31,1,0.0,2,1,1,169802.73
1101,703,1,1,29,9,0.0,2,1,0,50679.48
13586,520,2,0,45,1,123086.39,1,1,1,41042.4
12399,525,1,0,47,6,118560.0,1,1,0,82522.61
15205,850,1,1,44,7,89118.26,1,1,0,104240.77
8061,477,1,1,31,9,0.0,2,0,1,184061.17
3250,611,0,1,58,8,0.0,2,0,1,107665.68
4409,756,2,1,41,6,149049.92,1,0,1,50422.36
4140,841,2,0,33,7,154969.79,2,1,1,99505.75
3557,675,0,1,34,1,124619.33,2,0,1,163667.56
7665,540,1,1,37,0,120825.7,1,1,0,28257.89
709,686,0,0,34,3,123971.51,2,1,0,147794.63
7841,706,2,0,46,7,111288.18,1,1,1,149170.25
118,524,2,0,31,8,107818.63,1,1,0,199725.39
2022,501,2,1,24,4,130806.42,2,1,0,80241.14
4598,638,0,1,46,9,139859.54,1,1,0,38967.29
2042,667,2,0,27,3,106116.5,2,1,0,3674.71
15071,729,1,0,28,0,0.0,2,1,1,31165.06
6130,632,2,0,35,2,150561.03,2,0,0,64722.61
8539,620,2,0,25,1,137712.01,1,1,1,76197.05
6952,659,0,0,37,1,151105.68,1,1,1,140934.57
14679,619,1,0,44,6,52831.13,1,1,1,112649.22
2374,639,1,1,29,4,133434.57,2,1,0,97983.44
15350,612,0,0,33,9,0.0,1,0,0,142797.5
11441,648,1,1,49,5,0.0,1,1,0,149946.43
9942,739,2,0,25,5,113113.12,1,1,0,129181.27
5227,701,0,1,23,3,0.0,2,1,0,38960.59
14280,710,2,1,43,2,140080.32,3,1,1,157908.19
6606,792,0,1,31,6,71269.89,2,0,1,125912.77
4681,708,0,0,44,2,161887.81,2,1,0,84870.23
11295,492,2,0,52,8,125396.24,1,1,0,10014.72
8913,496,0,1,31,5,0.0,2,1,0,93713.13
14295,664,0,0,44,8,142989.69,1,1,1,115452.51
5003,740,0,1,36,7,0.0,1,1,1,13177.4
6523,671,1,0,31,4,0.0,2,0,1,79270.02
10715,705,2,0,46,4,115518.07,1,0,0,76544.9
2857,534,1,1,51,3,0.0,2,0,1,20856.31
4273,562,0,1,75,5,87140.85,1,1,1,39351.64
5739,712,0,0,30,1,89571.59,1,1,1,177613.19
13404,752,1,0,35,2,0.0,1,1,0,44335.54
9693,617,2,0,51,10,167273.71,1,0,0,93439.75
14613,772,2,1,42,3,75075.31,2,1,0,92888.52
5470,617,0,1,25,1,102585.88,2,1,1,115387.4
5816,547,0,1,43,1,92350.36,1,0,1,80262.91
1158,434,2,0,58,9,125801.03,2,1,0,60891.8
11655,727,2,1,37,9,101191.83,1,1,1,34551.35
9457,678,0,1,28,2,109137.12,1,1,1,58814.41
87,729,0,1,30,9,0.0,2,1,0,151869.35
7630,705,2,1,42,8,166685.92,2,1,1,55313.51
4163,627,0,0,35,7,0.0,2,0,1,193022.44
3382,655,2,0,72,5,138089.97,2,1,1,99920.41
403,443,1,1,36,6,70438.01,2,0,1,56937.43
15508,609,1,0,43,6,86053.52,2,1,1,113276.46
11231,647,1,0,26,8,109958.15,1,1,1,136592.24
6378,562,0,1,37,2,0.0,1,0,1,52525.15
2241,681,2,1,42,3,118199.97,2,1,0,9452.88
9837,750,0,1,38,5,151532.4,1,1,1,46555.15
11365,376,0,0,46,6,0.0,1,1,0,157333.69
10460,648,0,0,54,9,120633.42,1,0,0,5924.38
6310,685,1,1,43,4,97392.18,2,1,0,43956.83
5517,465,0,1,33,8,0.0,2,1,0,177668.55
2436,704,1,1,37,4,0.0,2,0,0,25684.93
4689,771,1,1,45,0,139825.56,1,0,0,170984.97
10761,713,1,0,48,1,163760.82,1,0,0,157381.14
11482,649,2,0,37,8,114737.26,1,1,1,106655.88
6856,528,0,1,34,1,125566.9,1,1,1,176763.27
13028,611,2,0,49,9,115488.52,2,1,1,138656.81
6654,608,0,0,30,8,85859.76,1,0,0,142730.27
1425,726,0,0,42,2,109471.79,1,0,1,175161.05
5027,681,2,1,37,8,73179.34,2,1,1,25292.53
5281,687,1,1,31,3,0.0,2,0,0,48228.1
9796,642,2,1,22,10,111812.52,2,1,1,183045.46
1502,796,2,1,39,5,86350.87,2,0,0,105080.53
13690,691,2,0,41,8,109153.96,3,1,1,148848.76
678,788,1,0,70,1,0.0,2,1,1,41610.62
6673,729,0,0,36,8,109106.8,1,0,0,121311.12
5851,576,1,1,33,3,0.0,2,0,1,190112.05
7194,799,0,1,70,8,70416.75,1,1,1,36483.52
8999,702,1,0,38,9,0.0,2,1,1,158527.45
5053,636,2,0,28,2,115265.14,1,0,0,191627.85
1850,785,2,0,33,5,136624.6,2,1,1,169117.74
6522,663,0,0,42,1,82228.67,2,1,0,71359.78
1070,686,2,0,47,5,170935.94,1,1,0,173179.79
11952,689,1,0,45,0,57784.22,1,1,0,197804.0
6784,728,2,0,32,9,127772.1,2,1,1,152643.48
13262,533,1,0,52,7,0.0,1,0,1,194113.99
3392,623,2,1,33,8,96759.42,1,1,1,174777.98
1099,494,1,1,38,7,0.0,2,1,1,6203.66
12578,587,2,1,35,5,121863.61,1,1,1,23481.69
12540,850,1,1,51,3,109799.55,2,1,1,12457.76
418,643,0,0,46,6,0.0,2,0,0,106781.59
10069,434,2,0,58,9,125801.03,2,1,0,60891.8
5819,546,0,1,29,5,0.0,1,1,1,94823.95
12449,657,1,1,42,5,41473.33,1,1,0,112979.6
11377,657,2,0,38,5,123770.46,1,0,0,47019.66
15580,580,0,0,65,9,106804.26,3,1,0,107890.69
8821,662,1,0,42,6,105021.28,1,1,0,48242.38
11076,547,2,0,39,6,74596.15,3,1,1,85746.52
15480,514,2,0,45,3,109032.23,1,0,1,155407.21
722,669,0,1,23,1,0.0,2,0,0,66088.83
5176,756,0,0,28,6,0.0,1,1,1,164394.65
1860,639,1,0,28,8,97840.72,1,1,1,178222.77
13534,667,2,1,43,1,103018.45,1,1,0,32462.39
15239,664,2,0,49,5,127421.78,2,1,0,108876.75
14483,562,0,1,37,2,0.0,1,0,1,52525.15
1992,613,0,0,29,6,185709.28,2,1,1,77242.19
15914,521,0,1,27,4,121325.84,1,1,1,164223.7
10537,691,0,1,58,3,0.0,1,0,1,194930.3
9418,639,1,0,27,2,0.0,1,1,1,82938.99
9057,704,0,0,33,0,130499.09,2,1,1,74804.36
6117,850,1,1,37,2,0.0,2,1,0,119969.99
3459,773,0,0,40,10,0.0,2,0,1,69303.15
6567,662,1,0,54,1,187997.15,1,0,0,111442.71
14115,584,2,0,37,10,134171.8,4,1,1,70927.11
11994,594,2,0,23,4,104753.84,2,1,0,56756.52
9345,582,0,1,50,2,148942.0,1,1,1,116944.3
12516,485,0,1,29,7,182123.79,1,1,0,116828.51
5492,712,0,1,35,7,124616.23,1,1,1,69320.97
9212,673,0,0,37,10,0.0,2,1,1,37411.35
13293,677,1,1,56,5,123959.97,1,1,1,60590.72
12034,604,0,0,47,8,62094.71,3,0,0,9308.1
14881,601,0,0,40,3,92055.36,1,0,1,164652.02
11286,543,2,0,57,1,106138.33,2,1,1,120657.32
3625,470,1,1,31,4,55732.92,2,1,1,103792.53
14374,410,0,1,33,6,125789.69,1,0,0,66333.56
12535,726,0,0,48,4,0.0,1,1,0,114020.06
848,611,1,1,51,1,122874.74,1,1,1,149648.45
2248,539,1,0,37,1,130922.81,2,0,0,2186.83
5616,805,1,1,26,2,0.0,2,1,1,25042.1
14548,624,2,1,54,3,116726.22,1,1,0,110498.1
14079,762,2,1,56,10,100260.88,3,1,1,77142.42
8118,577,1,1,28,7,0.0,1,1,0,143274.41
5303,634,1,1,25,9,0.0,2,1,1,8227.91
4052,616,2,1,41,10,113220.2,2,1,1,114072.91
8668,532,1,0,37,5,0.0,2,0,1,6761.84
14742,660,0,0,43,1,0.0,1,0,1,112026.1
4076,672,0,0,50,1,0.0,1,1,0,12106.82
997,587,1,1,62,7,121286.27,1,0,1,6776.92
4332,507,2,1,31,2,134237.07,1,1,1,166423.66
551,674,2,1,47,6,106901.94,1,1,1,2079.2
12810,780,2,1,51,4,126725.25,1,1,0,195259.31
4372,628,0,1,31,0,88421.81,1,0,0,72350.47
3497,456,0,0,63,1,165350.61,2,0,0,140758.07
13571,711,0,0,38,2,129022.06,2,1,1,14374.86
13590,656,2,0,46,7,141535.52,1,1,0,50595.15
1407,721,0,1,69,2,108424.19,1,1,1,178418.35
13410,483,0,0,44,5,136836.49,1,1,0,192359.9
